"","name","id","date","type","year"
"10833","GENERAL TEACHING COUNCIL","54","28 Jan. 1997","Commons",1997
"10834","GENERAL.","54","9 Sep. 1909","Commons",1909
"10835","CLAUSE 38.—(Definitions.)","629","9 Sep. 1909","Commons",1909
"10836","CLAUSE 38.—(Definitions.)","629","24 Nov. 1909","Commons",1909
"10837","CLAUSE 31.—(Application to Life Assurance Companies.)","911, 912","24 Nov. 1909","Commons",1909
"10838","CLAUSE 37.—(Provisions as to Collecting Societies and Industrial Assurance Companies.)","913","24 Nov. 1909","Commons",1909
"10839","CLAUSE 37.—(Provisions as to Collecting Societies and Industrial Assurance Companies.)","913","1 Dec. 1911","Commons",1911
"10840","CLAUSE 108.—(Provisions as to Birth Certificates.)","421","1 Dec. 1911","Commons",1911
"10841","CLAUSE 108.—(Provisions as to Birth Certificates.)","421","10 Dec. 1912","Commons",1912
"10842","CLAUSE 38.—(Continuance of Existing Laws, Institutions, etc.)","406, 407","10 Dec. 1912","Commons",1912
"10843","C. GENERAL","45","25 Jan. 1962","Commons",1962
"10844","C. GENERAL","117","7 Mar. 1962","Commons",1962
"10845","Genetically Modified Crops","223, 224","8 Jun. 2000","Commons",2000
"10846","Genetically Modified Food and Producer Liability (No. 2)","334","15 Nov. 2000","Commons",2000
"10847","Genetically Modified Organisms Bill","111","26 Mar. 2004","Commons",2004
"10848","GENEVA TARIFF AGREEMENT","65","29 Jan. 1948","Commons",1948
"10849","GERMAN REPARATION(RECOVERY) ACT, 1921.","66","26 Mar. 1923","Commons",1923
"10850","German Unification","325","19 Oct. 1990","Commons",1990
"10851","GERMANY","229, 230","1 Aug. 1952","Commons",1952
"10852","GHANA INDEPENDENCE BILL","229, 230","18 Dec. 1956","Commons",1956
"10853","Clause 3.—(CONSEQUENTIAL MODIFICATIONS WITH RESPECT TO DEVELOPMENT SCHEMES, ETC.)","31","18 Dec. 1956","Commons",1956
"10854","Clause 3.—(CONSEQUENTIAL MODIFICATIONS WITH RESPECT TO DEVELOPMENT SCHEMES, ETC.)","1","5 Feb. 1957","Lords",1957
"10855","Clause 3.—(CONSEQUENTIAL MODIFICATIONS WITH RESPECT TO DEVELOPMENT SCHEMES, ETC.)","1","5 Feb. 1957","Lords",1957
"10856","GHOST WORKERS (ABOLITION)","311","16 Jan. 1979","Commons",1979
"10857","GIFT AID: ELECTION TO BE TREATED AS IF GIFT MADE IN PREVIOUS YEAR.","294","4 Jul. 2002","Commons",2002
"10858","GIFTS TO POLITICAL PARTIES","146","26 Jun. 1963","Commons",1963
"10859","GIFTS TO POLITICAL PARTIES","294","10 May. 1988","Commons",1988
"10860","Ginns and Gutteridge, Leicester (Crematorium) Bill","66","14 Feb. 1983","Commons",1983
"10861","Ginns and Gutteridge, Leicester (Crematorium) Bill","233","5 Apr. 1984","Commons",1984
"10862","GKEAT NOUTHRKN RAILWAY BILL.","39, 40","8 Mar. 1911","Commons",1911
"10863","GLA TRANSPORT GRANT","163","4 May. 1999","Commons",1999
"10864","GLASGOW CORPORATION (POLICE) PROVISIONAL ORDER CONFIRMATION BILL [Lords].","342","19 Jul. 1901","Commons",1901
"10865","GLASGOW CORPORATION BILL (By Order).","121","26 Mar. 1935","Commons",1935
"10866","GLASGOW CORPORATION BILL (By Order)","148","24 Apr. 1956","Commons",1956
"10867","GLASGOW GREEN (LAY PREACHERS).","370","2 Jul. 1931","Commons",1931
"10868","GLASSWARE","5","11 Nov. 1953","Commons",1953
"10869","GLOUCESTER CORPORATION BILL (By Order)","80","20 Mar. 1957","Commons",1957
"10870","""GLOVES.""","454, 455, 456","3 Dec. 1925","Commons",1925
"10871","GODALMING CORPORATION WATER BILL {by Order.)","187","13 Jun. 1899","Commons",1899
"10872","GOLD AND SILVER (EXPORT, CONTROL, &c.) BILL.","187","6 Dec. 1920","Commons",1920
"10873","CLAUSE 1.—(Extension of 42 and 43 Vict, c. 21 s. 8, to gold and silver coin and bullion.)","383","6 Dec. 1920","Commons",1920
"10874","GOLD STANDARD (AMENDMENT) BILL,","383","21 Sep. 1931","Commons",1931
"10875","CLAUSE 1.—(Suspension of right to purchase gold bullion.)","483, 484, 485","21 Sep. 1931","Commons",1931
"10876","CLAUSE 1.—(Suspension of right to purchase gold bullion.)","481, 482","21 Sep. 1931","Commons",1931
"10877","GOLD STANDARD [MONEY].","80","5 May. 1925","Commons",1925
"10878","GOODS MADE BY FORCED LABOUR.","218","21 Apr. 1931","Commons",1931
"10879","GOVERNING BODIES","337","15 Jul. 1998","Commons",1998
"10880","GOVERNMENT AND COAL INDUSTRY.","451","7 Dec. 1927","Commons",1927
"10881","Government and Parliament","341","21 Jul. 1998","Commons",1998
"10882","GOVERNMENT ANNUITIES BILL. [H.L.]","1","25 Apr. 1929","Lords",1929
"10883","GOVERNMENT ASSISTANCE TO PRIVATE INDUSTRY","1","24 Feb. 1960","Lords",1960
"10884","GOVERNMENT ASSISTANCE TO UNIVERSITIES","1","16 May. 1962","Lords",1962
"10885","GOVERNMENT BULK BUYING","152","26 May. 1949","Commons",1949
"10886","GOVERNMENT BUSINESS (ARRANGEMENTS)","166, 167","5 May. 1953","Commons",1953
"10887","GOVERNMENT BUSINESS (PRECEDENCE)","2","7 Nov. 1951","Commons",1951
"10888","(GOVERNMENT BUSINESS).","18","4 Mar. 1921","Commons",1921
"10889","GOVERNMENT BUSINESS.","1","18 Oct. 1899","Commons",1899
"10890","GOVERNMENT BUSINESS.","12, 13, 14","16 Feb. 1911","Commons",1911
"10891","GOVERNMENT BUSINESS.","357, 358","16 Nov. 1925","Commons",1925
"10892","GOVERNMENT BUSINESS.","314","8 Nov. 1927","Commons",1927
"10893","GOVERNMENT COLD STORES","241","23 Nov. 1954","Commons",1954
"10894","GOVERNMENT CONTRACTS (FAIR-WAGES CLAUSE).","31","4 Mar. 1912","Commons",1912
"10895","GOVERNMENT CONTROLS","3","7 Nov. 1950","Commons",1950
"10896","GOVERNMENT DEPARTMENTS (CONSCIENTIOUS OBJECTORS).","238, 239","31 Mar. 1930","Commons",1930
"10897","GOVERNMENT DEPARTMENTS.","77","10 Apr. 1928","Commons",1928
"10898","Government Economic and Social Policy","291, 292","9 Jun. 1993","Commons",1993
"10899","Government Economic Policies","61","20 Jan. 1987","Commons",1987
"10900","Government Economic Policies","225","24 Jul. 1991","Commons",1991
"10901","Government Economic Policy","231","7 Jun. 1989","Commons",1989
"10902","GOVERNMENT ECONOMIC STRATEGY","85","11 Mar. 1976","Commons",1976
"10903","GOVERNMENT EXPENDITURE (ECONOMIES)","251","3 Jul. 1956","Commons",1956
"10904","GOVERNMENT EXPENDITURE","85","24 Oct. 1979","Commons",1979
"10905","GOVERNMENT GUARANTEE OF COMPANIES' BORROWING, ETC.","90, 91, 92","21 Mar. 1977","Commons",1977
"10906","GOVERNMENT HOSPITALITY.","112","1 Mar. 1938","Commons",1938
"10907","GOVERNMENT HOSPITALITY","84","17 Mar. 1949","Commons",1949
"10908","Government Information","32","13 Jan. 1999","Commons",1999
"10909","GOVERNMENT INVESTMENT IN SHARES AND SECURITIES OF THE SUCCESSOR COMPANY","3791","30 Jun. 1980","Commons",1980
"10910","GOVERNMENT INVESTMENT","307","17 May. 1984","Commons",1984
"10911","GOVERNMENT OF BURMA HOUSE OF REPRESENTATIVES) (AMENDMENT) ORDER, 1946.","1","27 Jun. 1946","Lords",1946
"10912","GOVERNMENT OF CEYLON.","117","21 Feb. 1934","Commons",1934
"10913","GOVERNMENT OF INDIA (AMENDMENT) BILL.— [Lords.]","117","15 Aug. 1916","Commons",1916
"10914","CLAUSE 6.—(Transfer of India Stock by Deed.)","54","15 Aug. 1916","Commons",1916
"10915","GOVERNMENT OF INDIA (CIVIL SERVICES) BILL [Lords].","472","8 Dec. 1925","Commons",1925
"10916","GOVERNMENT OF INDIA (INDIAN NAVY) BILL.","37, 38","9 Mar. 1927","Commons",1927
"10917","GOVERNMENT OF INDIA (Re-committed) BILL,","37, 38","3 Dec. 1919","Commons",1919
"10918","CLAUSE 1.—(Classification of Central and Provincial Subjects.)","144","3 Dec. 1919","Commons",1919
"10919","GOVERNMENT OF INDIA (Re-committed) BILL.","144","4 Dec. 1919","Commons",1919
"10920","CLAUSE 7.—(Composition of Governor's Legislative Councils.)","145","4 Dec. 1919","Commons",1919
"10921","GOVERNMENT OF INDIA (STATUTORY COMMISSION) BILL [Lords].","145","23 Nov. 1927","Commons",1927
"10922","CLAUSE 1.—(Time for appointment of statutory commission.)","369","23 Nov. 1927","Commons",1927
"10923","CLAUSE 2.—(Short title and printing.)","370","23 Nov. 1927","Commons",1927
"10924","GOVERNMENT OF INDIA ACT, 1919 (DRAFT RULES).","132, 133, 134, 135, 136","12 Jun. 1922","Commons",1922
"10925","GOVERNMENT OF INDIA ACT, 1919: DRAFT RULES.","1","15 Jul. 1920","Lords",1920
"10926","GOVERNMENT OF INDIA ACT, 1935, AND GOVERNMENT OF BURMA ACT, 1935.","9","17 Nov. 1936","Commons",1936
"10927","GOVERNMENT OF INDIA ACT, 1935.","122","30 Mar. 1936","Commons",1936
"10928","GOVERNMENT OF INDIA ACT.","122","5 May. 1920","Commons",1920
"10929","CLAUSE 1.—(Amendment of s. 1 of 8 & 9 Geo. 5, c. 34, in its application to tramways.)","102, 103","5 May. 1920","Commons",1920
"10930","GOVERNMENT OF INDIA BILL.","57","3 Jul. 1919","Commons",1919
"10931","GOVERNMENT OF INDIA BILL.","1, 2","16 Dec. 1919","Lords",1919
"10932","GOVERNMENT OF INDIA BILL.","1, 2","19 Feb. 1935","Commons",1935
"10933","CLAUSE 3.—(The Governor-General of India and His Majesty's Representa tive as regards relations with Indian States.)","50, 51","19 Feb. 1935","Commons",1935
"10934","CLAUSE 3.—(The Governor-General of India and His Majesty's Representa tive as regards relations with Indian States.)","50, 51","20 Feb. 1935","Commons",1935
"10935","CLAUSE 5.—(Proclamation of Federation of India.)","52, 53, 54, 55","20 Feb. 1935","Commons",1935
"10936","CLAUSE 5.—(Proclamation of Federation of India.)","62","26 Feb. 1935","Commons",1935
"10937","CLAUSE 5.—(Proclamation of Federation of India.)","62","27 Feb. 1935","Commons",1935
"10938","CLAUSE 6.—(Accession, of Indian States.)","64, 65","27 Feb. 1935","Commons",1935
"10939","CLAUSE 6.—(Accession, of Indian States.)","64, 65","28 Feb. 1935","Commons",1935
"10940","CLAUSE 9.—(Council of ministers.)","67","28 Feb. 1935","Commons",1935
"10941","CLAUSE 11.—(Provisions as to external affairs, defence and ecclesiastical affairs.)","68, 69, 70, 71, 72","28 Feb. 1935","Commons",1935
"10942","CLAUSE 12.—(Special responsibilities of Governor-General.)","73","28 Feb. 1935","Commons",1935
"10943","CLAUSE 12.—(Special responsibilities of Governor-General.)","73","5 Mar. 1935","Commons",1935
"10944","CLAUSE 12.—(Special responsibilities of Governor-General.)","76, 77, 78, 79","5 Mar. 1935","Commons",1935
"10945","CLAUSE 13.—(Provisions as to Instrument of Instructions.)","80","5 Mar. 1935","Commons",1935
"10946","CLAUSE 15.—(Financial adviser to Governor-General.)","81","5 Mar. 1935","Commons",1935
"10947","CLAUSE 15.—(Financial adviser to Governor-General.)","81","6 Mar. 1935","Commons",1935
"10948","CLAUSE 18.—(Constitution of the Legislature.)","82, 83","6 Mar. 1935","Commons",1935
"10949","CLAUSE 18.—(Constitution of the Legislature.)","82, 83","12 Mar. 1935","Commons",1935
"10950","CLAUSE 18.—(Constitution of the Legislature.)","91","12 Mar. 1935","Commons",1935
"10951","CLAUSE 26.—(Disqualifications for Membership.)","92","12 Mar. 1935","Commons",1935
"10952","CLAUSE 30.—(Provisions as to introduc- tion and passing of Bills.)","93","12 Mar. 1935","Commons",1935
"10953","CLAUSE 32.—(Assent to Bills and disallow- ance by His Majesty.)","94","12 Mar. 1935","Commons",1935
"10954","CLAUSE 38.—(Rules of Procedure.)","95","12 Mar. 1935","Commons",1935
"10955","CLAUSE 38.—(Rules of Procedure.)","95","13 Mar. 1935","Commons",1935
"10956","CLAUSE 38.—(Rules of procedure.)","97, 98","13 Mar. 1935","Commons",1935
"10957","CLAUSE 40.—(Restrictions on discussion.)","99","13 Mar. 1935","Commons",1935
"10958","CLAUSE 50.—(Council of Ministers.)","100","13 Mar. 1935","Commons",1935
"10959","CLAUSE 50.—(Council of Ministers.)","100","20 Mar. 1935","Commons",1935
"10960","CLAUSE 52.—(Special responsibilities of Governor.)","112","20 Mar. 1935","Commons",1935
"10961","CLAUSE 53.—(Provisions as to Instrument of Instructions).","113","20 Mar. 1935","Commons",1935
"10962","CLAUSE 56.—(Provisions as to police rules.)","114","20 Mar. 1935","Commons",1935
"10963","CLAUSE 56.—(Provisions as to police rules.)","114","22 Mar. 1935","Commons",1935
"10964","CLAUSE 58.—(Disclosure of sources of information.)","119","22 Mar. 1935","Commons",1935
"10965","CLAUSE 60.—(Constitution of the Legislature.)","120","22 Mar. 1935","Commons",1935
"10966","CLAUSE 60.—(Constitution of the Legislature.)","120","27 Mar. 1935","Commons",1935
"10967","CLAUSE 106.—(Power of Federal Legislature to give effect to international agreement.)","122","27 Mar. 1935","Commons",1935
"10968","CLAUSE 110.—(Savings.)","123","27 Mar. 1935","Commons",1935
"10969","CLAUSE 110.—(Savings.)","123","28 Mar. 1935","Commons",1935
"10970","CLAUSE 116.—(Subsidies for the encouragement of trade or industry.)","124","28 Mar. 1935","Commons",1935
"10971","CLAUSE 116.—(Subsidies for the encouragement of trade or industry.)","124","1 Apr. 1935","Commons",1935
"10972","CLAUSE 176.—(Composition, etc., of Railway Authority.)","130, 131, 132","1 Apr. 1935","Commons",1935
"10973","CLAUSE 177.—(Directions and principles to be observed by Railway Authority.)","133","1 Apr. 1935","Commons",1935
"10974","CLAUSE 201.—(Letters of Request to Federated States.)","134","1 Apr. 1935","Commons",1935
"10975","CLAUSE 201.—(Letters of Request to Federated States.)","134","2 Apr. 1935","Commons",1935
"10976","CLAUSE 210.—(Constitution of High Courts.)","135, 136, 137","2 Apr. 1935","Commons",1935
"10977","CLAUSE 230.—(Recruitment and conditions of service.)","138","2 Apr. 1935","Commons",1935
"10978","CLAUSE 230.—(Recruitment and conditions of service.)","138","4 Apr. 1935","Commons",1935
"10979","CLAUSE 231.—(Application of preceding section to railway services, and officials of courts.)","142","4 Apr. 1935","Commons",1935
"10980","CLAUSE 233.—(Services recruited by Secretary of State.)","143","4 Apr. 1935","Commons",1935
"10981","CLAUSE 233.—(Services recruited by Secretary of State.)","143","8 Apr. 1935","Commons",1935
"10982","CLAUSE 251.—(Power by Order in Council to transfer certain powers of Secretary of State.)","145","8 Apr. 1935","Commons",1935
"10983","CLAUSE 258. —(Provisions as to chaplains.)","146","8 Apr. 1935","Commons",1935
"10984","CLAUSE 264.—(Advisers to Secretary of State.)","147, 148","8 Apr. 1935","Commons",1935
"10985","CLAUSE 264.—(Advisers to Secretary of State.)","147, 148","9 Apr. 1935","Commons",1935
"10986","CLAUSE 280.—(Compulsory acquisition of land, etc.)","149, 150","9 Apr. 1935","Commons",1935
"10987","CLAUSE 285.—(Procedure as respects proposals for amendment of certain provisions of Acts and Orders in Council.)","151","9 Apr. 1935","Commons",1935
"10988","CLAUSE 285.—(Procedure as respects proposals for amendment of certain provisions of Acts and Orders in Council.)","151","10 Apr. 1935","Commons",1935
"10989","CLAUSE 294.—(Legislature.)","152","10 Apr. 1935","Commons",1935
"10990","CLAUSE 294.—(Legislature.)","152","29 Apr. 1935","Commons",1935
"10991","NEW CLAUSE.—(Protection of public servants against prosecutions and suits.)","155","29 Apr. 1935","Commons",1935
"10992","NEW CLAUSE.—(Provincial Intelligence Bureau.)","156","29 Apr. 1935","Commons",1935
"10993","NEW CLAUSE.—(Provincial Intelligence Bureau.)","156","30 Apr. 1935","Commons",1935
"10994","NEW CLAUSE.—(Establishment and constitution of Indian Tariff Board.)","157","30 Apr. 1935","Commons",1935
"10995","NEW CLAUSE.—(Imperial Preference.)","158","30 Apr. 1935","Commons",1935
"10996","NEW CLAUSE.—(Special provision as to the education services.)","159","30 Apr. 1935","Commons",1935
"10997","NEW CLAUSE.—(Special provision as to the education services.)","159","3 May. 1935","Commons",1935
"10998","NEW CLAUSE.—(Extension of Franchise.)","164","3 May. 1935","Commons",1935
"10999","NEW CLAUSE.—(Compensation, for premature retirement.)","165","3 May. 1935","Commons",1935
"11000","NEW CLAUSE.—(Federal Irrigation, Board.)","166","3 May. 1935","Commons",1935
"11001","NEW CLAUSE.—(Federal Irrigation, Board.)","166","21 May. 1935","Commons",1935
"11002","CLAUSE 246.—(Compensation for altered conditions of service, etc.)","220","21 May. 1935","Commons",1935
"11003","CLAUSE 299.—(Procedure as respects proposals for amendment of certain provisions of Act and Orders in Council.)","221, 222","21 May. 1935","Commons",1935
"11004","CLAUSE 299.—(Procedure as respects proposals for amendment of certain provisions of Act and Orders in Council.)","232","5 Jun. 1935","Commons",1935
"11005","CLAUSE 299.—(Procedure as respects proposals for amendment of certain provisions of Act and Orders in Council.)","1","8 Jul. 1935","Lords",1935
"11006","CLAUSE 299.—(Procedure as respects proposals for amendment of certain provisions of Act and Orders in Council.)","1","9 Jul. 1935","Lords",1935
"11007","CLAUSE 299.—(Procedure as respects proposals for amendment of certain provisions of Act and Orders in Council.)","1","18 Jul. 1935","Lords",1935
"11008","CLAUSE 299.—(Procedure as respects proposals for amendment of certain provisions of Act and Orders in Council.)","1","30 Jul. 1935","Commons",1935
"11009","CLAUSE 21.—(Rights of ministers and counsellors as respects Chambers.)","306","30 Jul. 1935","Commons",1935
"11010","CLAUSE 45.—(Power of Governor-General to issue Proclamations.)","307","30 Jul. 1935","Commons",1935
"11011","CLAUSE 260.—(Secretary of State to act with approval of his advisers.)","308","30 Jul. 1935","Commons",1935
"11012","GOVERNMENT OF IRELAND BILL [MONEY.]","115, 116","21 May. 1914","Commons",1914
"11013","GOVERNMENT OF IRELAND BILL.","92","11 Jun. 1912","Commons",1912
"11014","GOVERNMENT OF IRELAND BILL.","92","18 Jun. 1912","Commons",1912
"11015","CLAUSE 1.—(Establishment of Irish Parliament.)","98, 99, 100","18 Jun. 1912","Commons",1912
"11016","CLAUSE 1.—(Establishment of Irish Parliament.)","98, 99, 100","19 Jun. 1912","Commons",1912
"11017","CLAUSE 1.—(Establishment of Irish Parliament.)","101, 102, 103","19 Jun. 1912","Commons",1912
"11018","CLAUSE 1.—(Establishment of Irish Parliament.)","101, 102, 103","15 Oct. 1912","Commons",1912
"11019","Clause 2.—(Legislative Powers of Irish Parliament).","251, 252","15 Oct. 1912","Commons",1912
"11020","Clause 2.—(Legislative Powers of Irish Parliament).","251, 252","16 Oct. 1912","Commons",1912
"11021","CLAUSE 2.—(Legislative Powers of Irish Parliament.)","253, 254","16 Oct. 1912","Commons",1912
"11022","CLAUSE 2.—(Legislative Powers of Irish Parliament.)","253, 254","17 Oct. 1912","Commons",1912
"11023","CLAUSE 2.—(Legislative rowers of Irish Parliament.)","255, 256","17 Oct. 1912","Commons",1912
"11024","CLAUSE 2.—(Legislative rowers of Irish Parliament.)","255, 256","21 Oct. 1912","Commons",1912
"11025","CLAUSE 2.—(Legislative Powers of Irish Parliament.)","258","21 Oct. 1912","Commons",1912
"11026","CLAUSE 2.—(Legislative Powers of Irish Parliament.)","258","22 Oct. 1912","Commons",1912
"11027","CLAUSE 2.—(Legislative Powers of Irish Parliament.)","259, 260","22 Oct. 1912","Commons",1912
"11028","CLAUSE 3.—(Prohibition of Laws interfering with Religious Equality, etc.)","261","22 Oct. 1912","Commons",1912
"11029","CLAUSE 3.—(Prohibition of Laws interfering with Religious Equality, etc.)","261","23 Oct. 1912","Commons",1912
"11030","CLAUSE 3.—(Prohibition of Laws Interfering with Religious 'Equality, etc.)","267, 268, 269","23 Oct. 1912","Commons",1912
"11031","CLAUSE 3.—(Prohibition of Laws Interfering with Religious 'Equality, etc.)","267, 268, 269","28 Oct. 1912","Commons",1912
"11032","CLAUSE 5—(Future Transfer of Certain Reserved Services.)","276, 277","28 Oct. 1912","Commons",1912
"11033","CLAUSE 5—(Future Transfer of Certain Reserved Services.)","276, 277","29 Oct. 1912","Commons",1912
"11034","CLAUSE 7.—(Royal Assent to Bills of Irish Parliament.)","280, 281","29 Oct. 1912","Commons",1912
"11035","CLAUSE 7.—(Royal Assent to Bills of Irish Parliament.)","280, 281","5 Nov. 1912","Commons",1912
"11036","CLAUSE 9.—(Composition of Irish House of Commons).","291, 292","5 Nov. 1912","Commons",1912
"11037","CLAUSE 10.—(Money Bills.)","293, 294","5 Nov. 1912","Commons",1912
"11038","CLAUSE 11.—(Disagreement between Two Houses of Irish Parliament.)","295, 296, 297, 298","5 Nov. 1912","Commons",1912
"11039","CLAUSE 12.—(Privileges, Qualifications, etc., of Members of Irish Parliament.)","299, 300","5 Nov. 1912","Commons",1912
"11040","CLAUSE 12.—(Privileges, Qualifications, etc., of Members of Irish Parliament.)","299, 300","27 Nov. 1912","Commons",1912
"11041","CLAUSE 22.—(Joint Exchequer Board.)","350, 351","27 Nov. 1912","Commons",1912
"11042","CLAUSE 23.—(Charge of Irish Government Loans on Transferred Sum and Management by Joint Exchequer Board.)","352, 353","27 Nov. 1912","Commons",1912
"11043","CLAUSE 24.—(Ascertainment of True Irish Revenue.)","354, 355","27 Nov. 1912","Commons",1912
